"file","owner","kind"
"src/components/onboarding/StepSettings.tsx","partners","présentation"
"src/components/onboarding/StepSocials.tsx","partners","présentation"
"src/components/onboarding/types.ts","partners","présentation"
"src/components/partner/partner-navigation.tsx","partners","présentation"
"src/components/partner/partner-reservations-workspace.tsx","residences","présentation"
"src/components/partner/residence-calendar-manager.tsx","residences","présentation"
"src/components/Providers.tsx","shared / infrastructure UI","présentation"
"src/components/public-page/about-us.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/footer.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/gallery-section.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/hero.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/main.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/menu-modal.tsx","menu","présentation"
"src/components/public-page/navbar.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/practical-details.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/practical-info.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/reserve-modal.tsx","presentation transverse / domaine de la route","présentation"
"src/components/public-page/reviews-section.tsx","presentation transverse / domaine de la route","présentation"
"src/components/residences/public-residence-card.tsx","residences","présentation"
"src/components/residences/public-residence-header.tsx","residences","présentation"
"src/components/residences/public-residence-search.tsx","residences","présentation"
"src/components/residences/residence-booking-card.tsx","residences","présentation"
"src/components/residences/residence-date-range-picker.tsx","residences","présentation"
"src/components/residences/residence-form.tsx","residences","présentation"
"src/components/residences/residence-location-picker.tsx","residences","présentation"
"src/components/residences/residence-onboarding-wizard.tsx","residences","présentation"
"src/components/residences/residence-publication-controls.tsx","residences","présentation"
"src/components/restaurateur/pay-commission-debt.tsx","commissions","présentation"
"src/components/restaurateur/restaurateur-subscription-button.tsx","subscriptions / quotas","présentation"
"src/components/restaurateur/resume-subscription-payment.tsx","subscriptions / quotas","présentation"
"src/components/shared/avatar-fallback.tsx","shared","présentation"
"src/components/shared/logout-confirmation-dialog.tsx","shared","présentation"
"src/components/types.ts","shared candidate","présentation"
"src/components/ui/alert-dialog.tsx","shared","présentation"
"src/components/ui/alert.tsx","shared","présentation"
"src/components/ui/app-logo.tsx","shared","présentation"
"src/components/ui/avatar.tsx","shared","présentation"
"src/components/ui/badge.tsx","shared","présentation"
"src/components/ui/button.tsx","shared","présentation"
"src/components/ui/calendar.tsx","shared","présentation"
"src/components/ui/card-hover-effect.tsx","shared","présentation"
"src/components/ui/card.tsx","shared","présentation"
"src/components/ui/checkbox.tsx","shared","présentation"
"src/components/ui/date-picker.tsx","shared","présentation"
"src/components/ui/dialog.tsx","shared","présentation"
"src/components/ui/dropdown-menu.tsx","menu","présentation"
"src/components/ui/field.tsx","shared","présentation"
"src/components/ui/form.tsx","shared","présentation"
"src/components/ui/input.tsx","shared","présentation"
"src/components/ui/label.tsx","shared","présentation"
"src/components/ui/map-lifecycle.test.ts","shared","présentation"
"src/components/ui/map-lifecycle.ts","shared","présentation"
"src/components/ui/map.tsx","shared","présentation"
"src/components/ui/popover.tsx","shared","présentation"
"src/components/ui/progress.tsx","shared","présentation"
"src/components/ui/radio-group.tsx","shared","présentation"
"src/components/ui/select.tsx","shared","présentation"
"src/components/ui/separator.tsx","shared","présentation"
"src/components/ui/sheet.tsx","shared","présentation"
"src/components/ui/skeleton.tsx","shared","présentation"
"src/components/ui/sonner.tsx","shared","présentation"
"src/components/ui/switch.tsx","shared","présentation"
"src/components/ui/table.tsx","shared","présentation"
"src/components/ui/tabs.tsx","shared","présentation"
"src/components/ui/textarea.tsx","shared","présentation"
"src/components/ui/tooltip.tsx","shared","présentation"
"src/hooks/use-commandes-stream.ts","orders","support / autre"
"src/hooks/use-online-status.ts","shared / infrastructure UI","support / autre"
"src/hooks/use-web-push.ts","notifications","support / autre"
"src/infrastructure/auth/driver-tokens.ts","auth / partners / clients / deliveries","support / autre"
"src/infrastructure/auth/session-revocation.ts","auth / partners / clients / deliveries","support / autre"
"src/infrastructure/db/index.ts","infrastructure","support / autre"
"src/infrastructure/logger/index.ts","infrastructure","support / autre"
"src/infrastructure/paystack/gateway.ts","infrastructure","support / autre"
"src/infrastructure/paystack/mapper.ts","infrastructure","support / autre"
"src/infrastructure/paystack/paystack.test.ts","infrastructure","test"
"src/infrastructure/paystack/signature.ts","infrastructure","support / autre"
"src/infrastructure/queue/identity-document-scan.ts","identity","support / autre"
"src/infrastructure/security/clamav-result.test.ts","infrastructure","test"
"src/infrastructure/security/clamav-result.ts","infrastructure","support / autre"
"src/infrastructure/security/malware-scanner.ts","infrastructure","support / autre"
"src/infrastructure/security/vercel-sandbox-clamav.ts","infrastructure","support / autre"
"src/infrastructure/storage/private-identity.ts","identity","support / autre"
"src/lib/actions/admin-commissions.ts","commissions","support / autre"
"src/lib/actions/admin-provider-accounts.ts","transactions","support / autre"
"src/lib/actions/admin-restaurants.ts","restaurants","support / autre"
"src/lib/actions/admin-service-markets.ts","service-markets","support / autre"
"src/lib/actions/admin-subscriptions.ts","subscriptions / quotas","support / autre"
"src/lib/actions/admin-users.ts","admin-accounts","support / autre"
"src/lib/actions/commandes.ts","orders","support / autre"
"src/lib/actions/menu.ts","menu","support / autre"
"src/lib/actions/onboarding.ts","partners","support / autre"
"src/lib/actions/partner-payments.ts","partners","support / autre"
"src/lib/actions/partner-subscriptions.ts","subscriptions / quotas","support / autre"
"src/lib/actions/restaurant.ts","restaurants","support / autre"
"src/lib/api/auth-admin.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/auth-client.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/auth-driver.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/auth-mobile.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/client-ip.ts","infrastructure API","support / autre"
"src/lib/api/client-session-cookie.test.ts","auth / partners / clients / deliveries","test"
"src/lib/api/client-session-cookie.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/client-token-transport.test.ts","auth / partners / clients / deliveries","test"
"src/lib/api/client-token-transport.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/delivery-response.ts","deliveries","support / autre"
"src/lib/api/driver-session-cookie.test.ts","auth / partners / clients / deliveries","test"
"src/lib/api/driver-session-cookie.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/driver-token-transport.test.ts","auth / partners / clients / deliveries","test"
"src/lib/api/driver-token-transport.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/openapi-v1.test.ts","infrastructure API","test"
"src/lib/api/openapi-v1.ts","infrastructure API","support / autre"
"src/lib/api/request-size.ts","infrastructure API","support / autre"
"src/lib/api/response.ts","infrastructure API","support / autre"
"src/lib/api/sse-concurrency.ts","notifications","support / autre"
"src/lib/api/token-blacklist.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/api/validate.ts","infrastructure API","support / autre"
"src/lib/audit.ts","audit","support / autre"
"src/lib/auth/admin-mfa.test.ts","auth / partners / clients / deliveries","test"
"src/lib/auth/admin-mfa.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/get-admin-session.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/get-restaurateur-session.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/index.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/partner-account-policy.test.ts","auth / partners / clients / deliveries","test"
"src/lib/auth/partner-account-policy.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/partner-account.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/tokens.test.ts","auth / partners / clients / deliveries","test"
"src/lib/auth/tokens.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/auth/totp.test.ts","auth / partners / clients / deliveries","test"
"src/lib/auth/totp.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/cache/index.test.ts","infrastructure","test"
"src/lib/cache/index.ts","infrastructure","support / autre"
"src/lib/cache/keys.ts","infrastructure","support / autre"
"src/lib/cache/redis.ts","infrastructure","support / autre"
"src/lib/client-app/api-client.ts","clients","support / autre"
"src/lib/client-app/client-memory-cache.ts","clients","support / autre"
"src/lib/client-app/hooks/use-commande-tracking.ts","orders","support / autre"
"src/lib/client-app/hooks/use-debounce.ts","clients","support / autre"
"src/lib/client-app/hooks/use-geolocation.ts","service-markets","support / autre"
"src/lib/client-app/hooks/use-init-auth.ts","clients","support / autre"
"src/lib/client-app/hooks/use-panier-restaurant.ts","orders","support / autre"
"src/lib/client-app/hooks/use-require-auth.ts","clients","support / autre"
"src/lib/client-app/hooks/use-restaurant-detail.ts","restaurants","support / autre"
"src/lib/client-app/hooks/use-restaurant-menu.ts","menu","support / autre"
"src/lib/client-app/hooks/use-restaurants-proches.ts","restaurants","support / autre"
"src/lib/client-app/location-context.ts","clients","support / autre"
"src/lib/client-app/map-config.ts","clients","support / autre"
"src/lib/client-app/navigation.ts","clients","support / autre"
"src/lib/client-app/stores/auth-store.ts","clients","support / autre"
"src/lib/client-app/stores/panier-store.ts","orders","support / autre"
"src/lib/commissions/ledger.ts","commissions","support / autre"
"src/lib/commissions/policy.test.ts","commissions","test"
"src/lib/commissions/policy.ts","commissions","support / autre"
"src/lib/config/admin-workflows.ts","projection admin transverse","support / autre"
"src/lib/config/commande-status.ts","orders","support / autre"
"src/lib/config/dashboard-routes.ts","shared/ui navigation","support / autre"
"src/lib/config/pagination.ts","shared/ui navigation","support / autre"
"src/lib/cron-auth.test.ts","auth / partners / clients / deliveries","test"
"src/lib/cron-auth.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/db/commandes-mutations.ts","orders","support / autre"
"src/lib/db/index.ts","infrastructure DB legacy","support / autre"
"src/lib/db/like.ts","infrastructure DB legacy","support / autre"
"src/lib/db/mutations-admin.ts","infrastructure DB legacy","support / autre"
"src/lib/db/mutations.ts","infrastructure DB legacy","support / autre"
"src/lib/db/queries-admin.ts","infrastructure DB legacy","support / autre"
"src/lib/db/queries.ts","infrastructure DB legacy","support / autre"
"src/lib/db/read-retry.ts","infrastructure DB legacy","support / autre"
"src/lib/db/schema.ts","infrastructure DB legacy","support / autre"
"src/lib/db/seed.ts","infrastructure DB legacy","support / autre"
"src/lib/db/transaction.ts","infrastructure DB legacy","support / autre"
"src/lib/db/types.test.ts","infrastructure DB legacy","test"
"src/lib/db/types.ts","infrastructure DB legacy","support / autre"
"src/lib/driver-app/api-client.ts","deliveries","support / autre"
"src/lib/ease.ts","shared interaction candidate","support / autre"
"src/lib/env.ts","infrastructure","support / autre"
"src/lib/geo/index.ts","service-markets","support / autre"
"src/lib/hooks/use-hover-capable.ts","shared","support / autre"
"src/lib/hooks/use-slider.ts","shared","support / autre"
"src/lib/logger.ts","infrastructure","support / autre"
"src/lib/loggers.ts","infrastructure","support / autre"
"src/lib/media/image.test.ts","media","test"
"src/lib/media/image.ts","media","support / autre"
"src/lib/menu/default-categories.ts","menu","support / autre"
"src/lib/money.test.ts","shared/money","test"
"src/lib/money.ts","shared/money","support / autre"
"src/lib/notifications/index.ts","notifications","support / autre"
"src/lib/notifications/web-push-endpoint.test.ts","notifications","test"
"src/lib/notifications/web-push-endpoint.ts","notifications","support / autre"
"src/lib/onboarding/settings.ts","partners","support / autre"
"src/lib/orders/provider-confirmation.ts","orders","support / autre"
"src/lib/orders/restaurant-order-effects.ts","orders","support / autre"
"src/lib/orders/restaurant-order-intent.ts","orders","support / autre"
"src/lib/orders/restaurant-order.test.ts","orders","test"
"src/lib/orders/restaurant-order.ts","orders","support / autre"
"src/lib/quota-entitlements.ts","subscriptions / quotas","support / autre"
"src/lib/quota-selection.test.ts","subscriptions / quotas","test"
"src/lib/quota-selection.ts","subscriptions / quotas","support / autre"
"src/lib/r2.ts","media","support / autre"
"src/lib/rate-limit.ts","infrastructure","support / autre"
"src/lib/realtime/pubsub.ts","notifications","support / autre"
"src/lib/realtime/sse-payloads.ts","notifications","support / autre"
"src/lib/realtime/sse-push.ts","notifications","support / autre"
"src/lib/restaurants/policy.test.ts","restaurants","test"
"src/lib/restaurants/policy.ts","restaurants","support / autre"
"src/lib/restaurants/public-dto.test.ts","restaurants","test"
"src/lib/restaurants/public-dto.ts","restaurants","support / autre"
"src/lib/security/identifier.ts","auth / shared security","support / autre"
"src/lib/subscription-plans.ts","subscriptions / quotas","support / autre"
"src/lib/subscription-policy.test.ts","subscriptions / quotas","test"
"src/lib/subscription-policy.ts","subscriptions / quotas","support / autre"
"src/lib/touch.ts","shared interaction candidate","support / autre"
"src/lib/utils.ts","shared","support / autre"
"src/lib/utils/creneaux.test.ts","shared","test"
"src/lib/utils/creneaux.ts","shared","support / autre"
"src/lib/utils/format.ts","shared","support / autre"
"src/lib/utils/geo-client.ts","service-markets","support / autre"
"src/lib/validations/auth.ts","auth / partners / clients / deliveries","support / autre"
"src/lib/validations/commande.ts","orders","support / autre"
"src/lib/validations/plat.ts","menu","support / autre"
"src/lib/validations/restaurant-order.test.ts","orders","test"
"src/lib/validations/restaurant-order.ts","orders","support / autre"
"src/lib/validations/restaurant.ts","restaurants","support / autre"
"src/modules/admin-accounts/_internal/persistence.ts","admin-accounts","implémentation privée"
"src/modules/admin-accounts/contracts.ts","admin-accounts","contrats"
"src/modules/admin-accounts/model.ts","admin-accounts","modèle"
"src/modules/admin-accounts/server.ts","admin-accounts","surface serveur"
"src/modules/commissions/_internal/persistence.ts","commissions","implémentation privée"
"src/modules/commissions/contracts.ts","commissions","contrats"
"src/modules/commissions/model.ts","commissions","modèle"
"src/modules/commissions/server.ts","commissions","surface serveur"
"src/modules/deliveries/_internal/auth.ts","deliveries","implémentation privée"
"src/modules/deliveries/_internal/persistence.ts","deliveries","implémentation privée"
"src/modules/deliveries/_internal/projections.ts","deliveries","implémentation privée"
"src/modules/deliveries/_internal/proof.test.ts","deliveries","implémentation privée"
"src/modules/deliveries/_internal/proof.ts","deliveries","implémentation privée"
"src/modules/deliveries/_internal/workflow.ts","deliveries","implémentation privée"
"src/modules/deliveries/contracts.test.ts","deliveries","test"
"src/modules/deliveries/contracts.ts","deliveries","contrats"
"src/modules/deliveries/model.test.ts","deliveries","test"
"src/modules/deliveries/model.ts","deliveries","modèle"
"src/modules/deliveries/server.ts","deliveries","surface serveur"
"src/modules/discovery/_internal/attribution.ts","discovery","implémentation privée"
"src/modules/discovery/contracts.ts","discovery","contrats"
"src/modules/discovery/model.ts","discovery","modèle"
"src/modules/discovery/ranking.ts","discovery","support / autre"
"src/modules/discovery/server.ts","discovery","surface serveur"
"src/modules/identity/_internal/document-validation.test.ts","identity","implémentation privée"
"src/modules/identity/_internal/document-validation.ts","identity","implémentation privée"
"src/modules/identity/_internal/persistence.ts","identity","implémentation privée"
"src/modules/identity/contracts.test.ts","identity","test"
"src/modules/identity/contracts.ts","identity","contrats"
"src/modules/identity/model.test.ts","identity","test"
"src/modules/identity/model.ts","identity","modèle"
"src/modules/identity/presentation/identity-status-badge.tsx","identity","présentation"
"src/modules/identity/server.ts","identity","surface serveur"
"src/modules/notifications/contracts.test.ts","notifications","test"
"src/modules/notifications/contracts.ts","notifications","contrats"
"src/modules/notifications/server.ts","notifications","surface serveur"
"src/modules/orders/_internal/geography.test.ts","orders","implémentation privée"
"src/modules/orders/_internal/geography.ts","orders","implémentation privée"
"src/modules/orders/contracts.ts","orders","contrats"
"src/modules/orders/model.ts","orders","modèle"
"src/modules/orders/server.ts","orders","surface serveur"
"src/modules/partners/_internal/persistence.ts","partners","implémentation privée"
"src/modules/partners/contracts.ts","partners","contrats"
"src/modules/partners/model.ts","partners","modèle"
"src/modules/partners/server.ts","partners","surface serveur"
"src/modules/quotas/model.test.ts","quotas","test"
"src/modules/quotas/model.ts","quotas","modèle"
"src/modules/quotas/server.ts","quotas","surface serveur"
"src/modules/residences/_internal/bookings.ts","residences","implémentation privée"
"src/modules/residences/_internal/persistence.ts","residences","implémentation privée"
"src/modules/residences/_internal/search.ts","residences","implémentation privée"
"src/modules/residences/contracts.ts","residences","contrats"
"src/modules/residences/model.test.ts","residences","test"
"src/modules/residences/model.ts","residences","modèle"
"src/modules/residences/payment-lifecycle.ts","residences","support / autre"
"src/modules/residences/presentation.ts","residences","support / autre"
"src/modules/residences/presentation/residence-publication-status.tsx","residences","présentation"
"src/modules/residences/presentation/residence-status-badge.tsx","residences","présentation"
"src/modules/residences/server.ts","residences","surface serveur"
"src/modules/restaurants/_internal/access.ts","restaurants","implémentation privée"
"src/modules/restaurants/_internal/change-location.ts","restaurants","implémentation privée"
"src/modules/restaurants/_internal/location.ts","restaurants","implémentation privée"
"src/modules/restaurants/_internal/search.ts","restaurants","implémentation privée"
"src/modules/restaurants/contracts.ts","restaurants","contrats"
"src/modules/restaurants/model.test.ts","restaurants","test"
"src/modules/restaurants/model.ts","restaurants","modèle"
"src/modules/restaurants/server.ts","restaurants","surface serveur"
"src/modules/service-markets/_internal/administration.ts","service-markets","implémentation privée"
"src/modules/service-markets/_internal/capabilities.ts","service-markets","implémentation privée"
"src/modules/service-markets/_internal/persistence.test.ts","service-markets","implémentation privée"
"src/modules/service-markets/_internal/persistence.ts","service-markets","implémentation privée"
"src/modules/service-markets/_internal/resolution.ts","service-markets","implémentation privée"
"src/modules/service-markets/contracts.test.ts","service-markets","test"
"src/modules/service-markets/contracts.ts","service-markets","contrats"
"src/modules/service-markets/model.test.ts","service-markets","test"
"src/modules/service-markets/model.ts","service-markets","modèle"
"src/modules/service-markets/server.ts","service-markets","surface serveur"
"src/modules/subscriptions/_internal/catalogue.ts","subscriptions","implémentation privée"
"src/modules/subscriptions/contracts.test.ts","subscriptions","test"
"src/modules/subscriptions/contracts.ts","subscriptions","contrats"
"src/modules/subscriptions/model.ts","subscriptions","modèle"
"src/modules/subscriptions/server.integration.test.ts","subscriptions","test"
"src/modules/subscriptions/server.ts","subscriptions","surface serveur"
"src/modules/transactions/_internal/persistence.ts","transactions","implémentation privée"
"src/modules/transactions/contracts.ts","transactions","contrats"
"src/modules/transactions/model.test.ts","transactions","test"
"src/modules/transactions/model.ts","transactions","modèle"
"src/modules/transactions/payment-return.test.ts","transactions","test"
"src/modules/transactions/payment-return.ts","transactions","support / autre"
"src/modules/transactions/payment-service.ts","transactions","support / autre"
"src/modules/transactions/provider-accounts.ts","transactions","support / autre"
"src/modules/transactions/server.ts","transactions","surface serveur"
"src/proxy.ts","auth / partners / clients / deliveries","support / autre"
"src/types/commandes.ts","shared types à dissoudre","support / autre"
"src/types/dashboard.ts","shared types à dissoudre","support / autre"
"src/types/index.ts","shared types à dissoudre","support / autre"
"src/types/menu.ts","shared types à dissoudre","support / autre"
"tests/a15-command-transition-characterization.test.ts","à classer manuellement","test"
"tests/a15-db-invariants.test.ts","à classer manuellement","test"
"tests/a15-migration.test.ts","à classer manuellement","test"
"tests/admin-workflows.test.ts","à classer manuellement","test"
"tests/architecture/engine.test.ts","à classer manuellement","test"
"tests/architecture/engine.ts","à classer manuellement","test"
"tests/architecture/rules.ts","à classer manuellement","test"
"tests/architecture/rules/app-db.test.ts","à classer manuellement","test"
"tests/architecture/rules/module-boundaries.test.ts","à classer manuellement","test"
"tests/architecture/rules/server-client-boundary.test.ts","à classer manuellement","test"
"tests/client-memory-cache.test.ts","infrastructure","test"
"tests/client-navigation.test.ts","à classer manuellement","test"
"tests/commandes-status.test.ts","orders","test"
"tests/db-read-retry.test.ts","à classer manuellement","test"
"tests/default-menu-categories.test.ts","menu","test"
"tests/delivery-driver-compensation-migration.test.ts","deliveries","test"
"tests/delivery-driver-db.test.ts","deliveries","test"
"tests/delivery-driver-migration.test.ts","deliveries","test"
"tests/discovery-attribution.test.ts","à classer manuellement","test"
"tests/discovery-catalogue-migration.test.ts","à classer manuellement","test"
"tests/discovery-ranking.test.ts","à classer manuellement","test"
"tests/identity-kyc-migration.test.ts","identity","test"
"tests/paystack-db.test.ts","à classer manuellement","test"
"tests/paystack-migration.test.ts","à classer manuellement","test"
"tests/residence-booking-migration.test.ts","residences","test"
"tests/residence-booking-service-invariants.test.ts","residences","test"
"tests/residence-owner-reservation-contracts.test.ts","residences","test"
"tests/residence-public-search.test.ts","residences","test"
"tests/residence-registration-contract.test.ts","residences","test"
"tests/residence-subscription-catalogue.test.ts","subscriptions / quotas","test"
"tests/restaurant-discovery-integration.test.ts","restaurants","test"
"tests/restaurant-order-geography-integration.test.ts","orders","test"
"tests/server-only-stub.ts","à classer manuellement","test"
"tests/service-markets-db.test.ts","service-markets","test"
"tests/service-markets-migration.test.ts","service-markets","test"
"tests/service-markets-operations.test.ts","service-markets","test"
"tests/subscription-db-concurrency.test.ts","subscriptions / quotas","test"
"tests/subscription-discovery-catalogue-service.test.ts","subscriptions / quotas","test"
"tests/transactions-db.test.ts","à classer manuellement","test"
"tests/transactions-migration.test.ts","à classer manuellement","test"
